[JS Runtime. out]: "Hello" "runjs!"
Extracted iterations: inf
Extracted duration: 60 seconds
Extracted iteration timeout: 5 seconds
Extracted VUs: 10
[JS Runtime. out]: "[JS] iteration duration:" 1003
[JS Runtime. out]: "[JS] iteration duration:" 1005
[JS Runtime. out]: "[JS] iteration duration:" 1006
[JS Runtime. out]: "[JS] iteration duration:" 1006
[JS Runtime. out]: "[JS] iteration duration:" 1005
[JS Runtime. out]: "[JS] iteration duration:" 1005
[JS Runtime. out]: "[JS] iteration duration:" 1005
[JS Runtime. out]: "[JS] iteration duration:" 1006
[JS Runtime. out]: "[JS] iteration duration:" 1006
[JS Runtime. out]: "[JS] iteration duration:" 1006
[JS Runtime. out]: "[JS] iteration duration:" 1002
[JS Runtime. out]: "[JS] iteration duration:" 1002
[JS Runtime. out]: "[JS] iteration duration:" 1004
[JS Runtime. out]: "[JS] iteration duration:" 1003
[JS Runtime. out]: "[JS] iteration duration:" 1003
[JS Runtime. out]: "[JS] iteration duration:" 1003
[JS Runtime. out]: "[JS] iteration duration:" 1004
[JS Runtime. out]: "[JS] iteration duration:" 1004
[JS Runtime. out]: "[JS] iteration duration:" 1004
[JS Runtime. out]: "[JS] iteration duration:" 1004
[JS Runtime. out]: "[JS] iteration duration:" 1002
[JS Runtime. out]: "[JS] iteration duration:" 1002
[JS Runtime. out]: "[JS] iteration duration:" 1002
[JS Runtime. out]: "[JS] iteration duration:" 1003
[JS Runtime. out]: "[JS] iteration duration:" 1003
[JS Runtime. out]: "[JS] iteration duration:" 1003
[JS Runtime. out]: "[JS] iteration duration:" 1003
[JS Runtime. out]: "[JS] iteration duration:" 1003
[JS Runtime. out]: "[JS] iteration duration:" 1003
[JS Runtime. out]: "[JS] iteration duration:" 1003
[JS Runtime. out]: "[JS] iteration duration:" 1002
[JS Runtime. out]: "[JS] iteration duration:" 1003
[JS Runtime. out]: "[JS] iteration duration:" 1003
[JS Runtime. out]: "[JS] iteration duration:" 1003
[JS Runtime. out]: "[JS] iteration duration:" 1002
[JS Runtime. out]: "[JS] iteration duration:" 1006
[JS Runtime. out]: "[JS] iteration duration:" 1005
[JS Runtime. out]: "[JS] iteration duration:" 1005
[JS Runtime. out]: "[JS] iteration duration:" 1005
[JS Runtime. out]: "[JS] iteration duration:" 1005
[JS Runtime. out]: "[JS] iteration duration:" 1004
[JS Runtime. out]: "[JS] iteration duration:" 1005
[JS Runtime. out]: "[JS] iteration duration:" 1004
[JS Runtime. out]: "[JS] iteration duration:" 1004
[JS Runtime. out]: "[JS] iteration duration:" 1004
[JS Runtime. out]: "[JS] iteration duration:" 1004
[JS Runtime. out]: "[JS] iteration duration:" 1005
[JS Runtime. out]: "[JS] iteration duration:" 1005
[JS Runtime. out]: "[JS] iteration duration:" 1005
[JS Runtime. out]: "[JS] iteration duration:" 1005
[JS Runtime. out]: "[JS] iteration duration:" 1004
[JS Runtime. out]: "[JS] iteration duration:" 1005
[JS Runtime. out]: "[JS] iteration duration:" 1005
[JS Runtime. out]: "[JS] iteration duration:" 1005
[JS Runtime. out]: "[JS] iteration duration:" 1005
[JS Runtime. out]: "[JS] iteration duration:" 1005
[JS Runtime. out]: "[JS] iteration duration:" 1005
[JS Runtime. out]: "[JS] iteration duration:" 1005
