[JS Runtime. out]: "Hello" "runjs!"
Extracted iterations: inf
Extracted duration: 60 seconds
Extracted iteration timeout: 10 seconds
Extracted VUs: 1
[JS Runtime. out]: "[JS] iteration duration:" 1003
[JS Runtime. out]: "[JS] iteration duration:" 1001
[JS Runtime. out]: "[JS] iteration duration:" 1001
[JS Runtime. out]: "[JS] iteration duration:" 1001
[JS Runtime. out]: "[JS] iteration duration:" 1001
[JS Runtime. out]: "[JS] iteration duration:" 1002
[JS Runtime. out]: "[JS] iteration duration:" 1002
[JS Runtime. out]: "[JS] iteration duration:" 1000
[JS Runtime. out]: "[JS] iteration duration:" 1001
[JS Runtime. out]: "[JS] iteration duration:" 1001
[JS Runtime. out]: "[JS] iteration duration:" 1000
[JS Runtime. out]: "[JS] iteration duration:" 1001
[JS Runtime. out]: "[JS] iteration duration:" 1002
[JS Runtime. out]: "[JS] iteration duration:" 1001
[JS Runtime. out]: "[JS] iteration duration:" 1001
[JS Runtime. out]: "[JS] iteration duration:" 1001
[JS Runtime. out]: "[JS] iteration duration:" 1000
[JS Runtime. out]: "[JS] iteration duration:" 1002
[JS Runtime. out]: "[JS] iteration duration:" 1000
[JS Runtime. out]: "[JS] iteration duration:" 1001
[JS Runtime. out]: "[JS] iteration duration:" 1001
[JS Runtime. out]: "[JS] iteration duration:" 1002
[JS Runtime. out]: "[JS] iteration duration:" 1001
[JS Runtime. out]: "[JS] iteration duration:" 1002
[JS Runtime. out]: "[JS] iteration duration:" 1000
[JS Runtime. out]: "[JS] iteration duration:" 1002
[JS Runtime. out]: "[JS] iteration duration:" 1002
[JS Runtime. out]: "[JS] iteration duration:" 1001
[JS Runtime. out]: "[JS] iteration duration:" 1001
[JS Runtime. out]: "[JS] iteration duration:" 1002
[JS Runtime. out]: "[JS] iteration duration:" 1002
[JS Runtime. out]: "[JS] iteration duration:" 1000
[JS Runtime. out]: "[JS] iteration duration:" 1001
[JS Runtime. out]: "[JS] iteration duration:" 1002
[JS Runtime. out]: "[JS] iteration duration:" 1001
[JS Runtime. out]: "[JS] iteration duration:" 1000
[JS Runtime. out]: "[JS] iteration duration:" 1000
[JS Runtime. out]: "[JS] iteration duration:" 1002
[JS Runtime. out]: "[JS] iteration duration:" 1002
[JS Runtime. out]: "[JS] iteration duration:" 1000
[JS Runtime. out]: "[JS] iteration duration:" 1000
[JS Runtime. out]: "[JS] iteration duration:" 1002
[JS Runtime. out]: "[JS] iteration duration:" 1003
[JS Runtime. out]: "[JS] iteration duration:" 1001
[JS Runtime. out]: "[JS] iteration duration:" 1000
[JS Runtime. out]: "[JS] iteration duration:" 1001
[JS Runtime. out]: "[JS] iteration duration:" 1001
[JS Runtime. out]: "[JS] iteration duration:" 1001
[JS Runtime. out]: "[JS] iteration duration:" 1000
[JS Runtime. out]: "[JS] iteration duration:" 1002
[JS Runtime. out]: "[JS] iteration duration:" 1000
[JS Runtime. out]: "[JS] iteration duration:" 1001
[JS Runtime. out]: "[JS] iteration duration:" 1000
[JS Runtime. out]: "[JS] iteration duration:" 1001
[JS Runtime. out]: "[JS] iteration duration:" 1001
[JS Runtime. out]: "[JS] iteration duration:" 1001
[JS Runtime. out]: "[JS] iteration duration:" 1001
[JS Runtime. out]: "[JS] iteration duration:" 1001
